chr1	start1	end1	chr2	start2	end2	peak_name	A549-control	A549-nutlin	GM12878-control	GM12878-nutlin	HCT116-control	HCT116-nutlin	HEK293-control	HEK293-nutlin	HeLa-control	HeLa-nutlin	HepG2-control	HepG2-nutlin	IMR90-control	IMR90-nutlin	MCF7-control	MCF7-nutlin	SKNSH-control	SKNSH-nutlin	U2OS-control	U2OS-nutlin	chr	start	end	gene	sym	p.value	estimate.rho
chr13	44310000	44315000	chr13	44430000	44435000	peak_45283	0.0130711591518171	0.0221855587621302	0.00115446081856721	0.00229063653559489	0.00703322569220261	0.00469027983584382	0.00553371288813255	0.00484341547107283	0.0258306857903638	0.0170192177887174	0.00498601410098781	0.00390203217548816	0.00343234111099592	0.00656365643001709	0.00330882386075976	0.00289780637192662	0.00354697519704464	0.0056692365272734	0.00460963567146808	0.000661937523264494	chr13	44434343	44439343	ENSG00000102804	TSC22D1	0.00237520422152421	0.639930199597875
chr13	46385000	46390000	chr13	46450000	46455000	peak_45427	0.00843464765320403	0.00452077987096171	0.00678146688495525	0.0116389714770076	0.00236929007016114	0.00384134639147739	0.00418897661763538	0.00223538299244737	0.0059486806188021	0.00312476118817055	0.00200572291975443	0.00375426597912845	0.00333648662954265	0.00613807658558364	0.00296418445662441	0.00465351799196271	0.00694762210244849	0.00593217610597161	0.00314851864758644	0.00602579933214154	chr13	46384649	46389649	ENSG00000102445	RUBCNL	0.00499348720054763	0.601828007975141
chr13	46550000	46555000	chr13	46675000	46680000	peak_45444	0.00629416287286711	0.0103479527335586	0.0138611692907271	0.0119525884240194	0.00315331094458842	0.00188916407084446	0.00782328481963225	0.0107530052624115	0.00641765656777473	0.00262207276658745	0.00918318299567208	0.00808657735918035	0.00799893717426041	0.00824716713560397	0.00365876282129395	0.00377289914052584	0.0126969813358113	0.00796480014464793	0.00635847537863404	0.00604679903314619	chr13	46550668	46555668	ENSG00000136141	LRCH1	0.0137623882674099	0.541042370353862
chr13	48300000	48305000	chr13	48580000	48585000	peak_45513	0.00233485043620099	0.00335044695240813	0.0043544706788916	0.00663284023722047	0.00167109818079225	0.00443618223087533	0.00469471856719103	0.00338244498732452	0.0013874010160942	0.00377888612868832	0.0031062938591234	0.00281564311566389	0.00524158938166033	0.00346126516513518	0.00284856515548663	0.00421071420434867	0.00809817191990136	0.00609001245723361	0.00401686777355633	0.00192898137815776	chr13	48301244	48306244	ENSG00000139687	RB1	0.0176204992164682	0.524372519392362
chr13	50805000	50810000	chr13	50905000	50910000	peak_45700	0.00507534413872523	0.0020901701590514	0.00678735422009224	0.00467100488861819	0.00230911688146232	0.00328568074140334	0.00492360589164244	0.00487263912658849		0.00251699701917869	0.00346842207315121	0.00543305967368764	0.00114901476601531	0.00235723350296235	0.00223987166284067	0.00411684692390243	0.00275904668667875	0.00604739792562016	0.00194452740382252	0.00287990717583435	chr13	50907247	50912247	ENSG00000136104	RNASEH2B	0.0198027312768305	0.529229282225834
chr13	50805000	50810000	chr13	50910000	50915000	peak_45701	0.00557141175405058	0.00487835520857788	0.0119260428536606	0.0103507905529417	0.00238845648033824	0.00512827602047308	0.00587486125289266	0.00621650915071698	0.00787480334012686	0.00916581431512994	0.00302185121572204	0.00424563126829242	0.00215490420038618	0.00240948202849196	0.00680952481746308	0.00537479363358434	0.00305136485646767	0.00728863343567931	0.00728598264014826	0.00848206857858805	chr13	50907247	50912247	ENSG00000136104	RNASEH2B	0.000444801323348233	0.71068321393042
chr13	50810000	50815000	chr13	50910000	50915000	peak_45703	0.00582773672392079	0.000876475002680438	0.00813936405310354	0.00797418130999729	0.00192919325197072	0.00609327121136812	0.00348358489248455	0.0059118986100573	0.00387804151962462	0.00247067671577506	0.00357814877848533	0.00364956357430888	0.00146895302849346	0.00229898548482224	0.00482680506614291	0.00503081257366015	0.00394930151476225	0.00376546642183413	0.00415078450343675	0.00661691056818631	chr13	50907247	50912247	ENSG00000136104	RNASEH2B	0.00123800969227506	0.669686118588449
chr13	51220000	51225000	chr13	51280000	51285000	peak_45729	0.00876248883068287	0.00871431944586502	0.00808489630736241	0.0062078620142686	0.00763892686889248	0.00531390694258677	0.00569692261424694	0.00906166603913754	0.0193559971505112	0.0146865815180556	0.00844056992658845	0.00768754474924897	0.00552798127830924	0.00508634027272653	0.012558351390586	0.00907862064107048	0.00741635872632234	0.0107421664616956	0.00616041245031734	0.00638724730503326	chr13	51219834	51224834	ENSG00000150510	FAM124A	7.52776929145007e-06	0.825201397132717
chr13	51330000	51335000	chr13	51795000	51800000	peak_45745	0.00182653409779015	0.000863532793941185	0.00355063196298935	0.00374028051879295	0.000962465384334061	0.00208156582031977	0.000647567175707879	0.000362527470206156	0.0022821155560011	0.000611975092270377	0.00163384427817416	0.00157301890200122	0.00178785367546699	0.00142585407126305	0.00156277047291404	0.00297567560639924	0.00293230291724085		0.00743456552906804	0.00250665480797219	chr13	51333273	51338273	ENSG00000253309	SERPINE3	0.0113821423121681	0.566850995799139
chr13	51585000	51590000	chr13	51630000	51635000	peak_45772	0.0118628623061829	0.00635878305256664	0.00812646207190247	0.00668417912447459	0.00231733627433963	0.00664415132354154	0.00902575725243069	0.0129248552698347	0.00850411175963889	0.00695382581842836	0.0109000036156323	0.0150406362519392	0.0111693425631401	0.0115539824680319	0.00616747241041198	0.00704877637207895	0.0139176563259412	0.00743000477921175	0.007410631119184	0.00565823788378838	chr13	51581955	51586955	ENSG00000139668	WDFY2	0.0147640258275971	0.536385485902804
chr13	52005000	52010000	chr13	52195000	52200000	peak_45815	0.00280241189989196	0.00100767589200563	0.00650078084233973	0.00632777232683334	0.00206059193335572	0.00200815285454648	0.00236397241737663	0.00322010428230401	0.00306202333942268	0.00193436754404727	0.00336010942431297	0.00445090116310251	0.00569873522774529	0.00457730950519796	0.00381732335265089	0.00201118975433379	0.000613398547931496	0.00162214755318005	0.00195856136939306	0.00147095067157057	chr13	52009891	52014891	ENSG00000253710	ALG11	0.000541481223388887	0.703296210646707
chr13	52345000	52350000	chr13	52405000	52410000	peak_45825	0.0131510704201193	0.00861807813301963	0.00351974403391599	0.00434113032962244	0.00615435518135848	0.0060766919227871	0.00924705109076264	0.0080437973243418	0.00975767380679285	0.00695693493000117	0.00218851752608891	0.0043225545067541	0.0136315821095217	0.0148401498218758	0.00927980463891751	0.00772918443310214	0.0129631822992092	0.0135945593316351	0.00423937023601552	0.00697216152103879	chr13	52403670	52408670	ENSG00000136114	THSD1	0.00412666979283488	0.612071105702312
chr13	52405000	52410000	chr13	52450000	52455000	peak_45829	0.0261407177714312	0.0352809123472703	0.00696370302769198	0.00637883335794437	0.00504848796836124	0.0061922991672856	0.00805668898321257	0.00609251082173424	0.0117836476168275	0.0110926851546582	0.0096701102079861	0.00704142110101998	0.0107908399314937	0.0129239856675823	0.0125609780293054	0.00954083314952643	0.0109232974041562	0.0113233260393043	0.00756107306942019	0.00579568596645247	chr13	52403670	52408670	ENSG00000136114	THSD1	0.00120050848473302	0.671015378381405
chr13	52605000	52610000	chr13	52845000	52850000	peak_45832	0.00614449450405848	0.00338252183788857	0.0035416856131462	0.00190693830456628	0.000760377133915565	0.00465830032526574	0.00308738136286008	0.00602245677733146		0.00239425294443139	0.00231451955545539	0.00203484885118125	0.00299227994981158	0.000907664406759188	0.00687676778611038	0.00607883734605533	0.00650534883187604	0.00866562957348854	0.00313317956258925	0.00712306221314367	chr13	52846138	52851138	ENSG00000136099	PCDH8	0.0170132783372502	0.539966227294013
chr13	52610000	52615000	chr13	52845000	52850000	peak_45834	0.00227456214035566	0.00342677294324981	0.00201500502929117	0.00214511501529654	0.00101849910106538	0.00375678956127115	0.0043761602662647	0.00215157501869614	0.00140054986110709	0.00221101445157079	0.00156368887265529	0.00232953073056839	0.00178509429278729	0.00392325026501664	0.00342888258775689	0.00717763133068905	0.00499792887089726	0.00432317261673895	0.00172499508157799	0.00497331583654585	chr13	52846138	52851138	ENSG00000136099	PCDH8	0.0152570833820545	0.534185909455309
chr13	52660000	52665000	chr13	52845000	52850000	peak_45836	0.00452160856654919	0.00104015951619286	0.00291993025921599	0.00275792546895511	0.00385527641282317	0.00236795645028223	0.00342140974347976	0.00344793632561007	0.00590216046058533	0.00307452674637116	0.000768527139370737	0.00162527295571216	0.00252517248481968	0.000998178721170311	0.00955918346214249	0.00649749891551023	0.00233882583038756	0.00504232136572992	0.00296016941576656	0.00355296822466127	chr13	52846138	52851138	ENSG00000136099	PCDH8	8.50446778542764e-05	0.765064274777769
chr13	52665000	52670000	chr13	52845000	52850000	peak_45841	0.00680015818369805	0.00256416762703545	0.00410617443858027	0.0032856862244317	0.00239062012206289	0.00323283952508601	0.0068656339978649	0.00740585641016505	0.00275777778292742	0.00240365638084832	0.00306251977511759	0.00179037622522179	0.00181531812225756	0.00102262967291303	0.016822805531073	0.0102894666243615	0.00751541310519506	0.00918328723044082	0.00518794953887884	0.00394220404495926	chr13	52846138	52851138	ENSG00000136099	PCDH8	5.3932837161564e-06	0.832055406191449
chr13	52700000	52705000	chr13	52845000	52850000	peak_45843	0.00230349339580523	0.00512195843613907	0.00108193305977736	0.000489615082506755	0.00277870796633	0.00600428025627174	0.00124769275583409	0.00458436034194328	0.00533727382226523	0.00351985690903497	0.00151714082278057		0.00168955919559384	0.00183983716267037	0.00755712299067152	0.00505259029600913	0.00373297062076845	0.00341245126679883	0.00168275123755228	0.00342786531158544	chr13	52846138	52851138	ENSG00000136099	PCDH8	0.00406486577401237	0.626992746015255
chr13	52710000	52715000	chr13	52845000	52850000	peak_45845	0.0032185626774004	0.00228226192307574	0.00340061711499998	0.00121866318834693	0.00242795276173626	0.00330115453493456	0.0039545675570495	0.00321298585122664	0.00134239082124859	0.00458715570030494	0.00206922019908315	0.00212115675378477	0.00501805531889294	0.00185577495907327	0.00586084439657894	0.00747737220905623	0.000822988619443727	0.00307955048268044	0.00688010151716258	0.00448417061083155	chr13	52846138	52851138	ENSG00000136099	PCDH8	0.00171415598248061	0.655217101182057
chr13	66620000	66625000	chr13	67225000	67230000	peak_45889	0.00425974675819026	0.00704950406487108	0.0030339257782741	0.00225923130354175	0.00133929278473158	0.00243982368438259	0.00364238393292452	0.00349526149586568	0.00198063865026891	0.00223188948135629	0.00186246977348309	0.00185205988389591	0.0026136446926299	0.00174161579405647	0.00213856954205721	0.00440917297889387	0.00344086344296722	0.00307159496001565	0.00354235306644137	0.00254512119973771	chr13	67227834	67232834	ENSG00000184226	PCDH9	6.53834050964329e-05	0.772585464104991
chr13	71795000	71800000	chr13	71865000	71870000	peak_45947	0.0036259450826012	0.00161060026834296	0.00189526078512345	0.00275183003883699	0.00349111695213294	0.0017411324213435	0.0116183847441594	0.00719062668779718	0.00212575245248399	0.00218383901957409	0.00336378032420494	0.00347656539219693	0.00103966434327578	0.00240764519738696	0.00304443230967229	0.00515208162513237	0.00213594531901232	0.000971129867480036	0.00191335638336699	0.00455743540441669	chr13	71864702	71869702	ENSG00000276644	DACH1	8.94521996412852e-07	0.864328963892403
chr13	71800000	71805000	chr13	71860000	71865000	peak_45948	0.00308398310913871		0.00796645324293263	0.00378356895436398	0.00457325202012967	0.0023537422770665	0.0103887951094964	0.0115863757792535		0.00260662971211848	0.00190307003068769	0.00210141115750715	0.00120056197031627	0.00280293421986138	0.00332392673317739	0.00256783014798824	0.00545701958897686	0.00170862570789122		0.00141313207382191	chr13	71864702	71869702	ENSG00000276644	DACH1	7.10670513635696e-05	0.813582032619765
chr13	72810000	72815000	chr13	73055000	73060000	peak_45970	0.00579617499331043	0.00896960505489306	0.00177513754665091	0.00104249761595736	0.00243544803393361	0.00341756863734232	0.00400768451393351	0.00277959930692799	0.00397004802982058	0.00444485237949719	0.00107203217520338	0.00105268690880887	0.00271140894945803	0.000618757630915394	0.00397932937498239	0.0025909626067768	0.00288575515909911	0.00275119402947336	0.00144011427046309		chr13	73052476	73057476	ENSG00000102554	KLF5	0.0115686939305436	0.565804629985605
chr13	72840000	72845000	chr13	73050000	73055000	peak_45976	0.00517834859207345	0.00451961769585904	0.00282555934305927	0.00332744051196252	0.00462339762323198	0.00200703236175575	0.00242458832902308	0.00138236891925919	0.00429638040011571	0.00398951165937221	0.00137131727386111	0.0032177075782697	0.00221407240391866	0.000622793893396206	0.0064252044969866	0.00498616767189809	0.00141170309468625	0.00160209227564131	0.00440972291303807	0.00312028094201108	chr13	73052476	73057476	ENSG00000102554	KLF5	0.00180146440729247	0.652940860218557
chr13	72840000	72845000	chr13	73055000	73060000	peak_45977	0.00471514809881047	0.00543486334983055	0.00460509022792367	0.00339994284430855	0.00374121672166895	0.00228606194075859	0.00454883911223796	0.00402280051560709	0.00203248343609574	0.00663500575344305	0.00207788909176405	0.00401175213076419	0.00208078166216175	0.00288520482718028	0.00410132355103315	0.0038550227309847	0.00355346324782093	0.00133426206619021	0.00857079421355964		chr13	73052476	73057476	ENSG00000102554	KLF5	0.0111334196288438	0.568267771592656
chr13	73755000	73760000	chr13	74130000	74135000	peak_46006	0.00157669960528334	0.00337556086385803	0.00289726656116841	0.00110318225497973	0.000946327054392033	0.00269416173497743	0.00416795523556514	0.00390599060825008	0.00360944636903682	0.00165420471495061	0.00192659715697786	0.000984551974555665	0.0060660466778387	0.00475023969045948	0.000792874283199316	0.00221395256688105	0.0040673293790671	0.0051931244849621	0.00182053149196663	0.00119822064129927	chr13	74131427	74136427	ENSG00000118922	KLF12	0.000922704259942773	0.6821297401043
chr13	74130000	74135000	chr13	75215000	75220000	peak_46050	0.00123202607744911		0.000428466824439355	0.000342698083057249	0.000423176268477726	0.00140376047511672	0.002070185107219	0.0021489827539127	0.000543673874033641			0.000407361806729222	0.00209597192101592	0.00245499381529157	0.00135718087996057	0.00102204615145678	0.00166040252380018	0.00340955790607959	0.000645890203835081	0.00215887844016699	chr13	74131427	74136427	ENSG00000118922	KLF12	0.0192664445968146	0.560496418834259
chr13	74135000	74140000	chr13	74205000	74210000	peak_46051	0.00548477238562651	0.00253582781408178	0.00246784046545631	0.00191521283045038	0.00309396755610709	0.0020069635081955	0.0063502305875319	0.00419539349791557	0.00418441510756849	0.00624878290048509	0.00672577307284808	0.00403020991676731	0.012361149509818	0.00788199421426782	0.00459221902220314	0.00150765884742538	0.0124937276441487	0.0104932889682003	0.00752609825316616	0.00431892794594095	chr13	74131427	74136427	ENSG00000118922	KLF12	0.00378646121612702	0.616583886689065
chr13	74135000	74140000	chr13	75255000	75260000	peak_46057	0.00233449993380423	0.00211618489419911	0.000565159565759375		0.000464513411060251	0.00171093409590798	0.00195834760291008	0.000846597824627298	0.000604201895207868	0.000517275288228043	0.000986270711799146	0.000507337090667563	0.00251114499957463	0.00219814477115444		0.000708037863346981	0.00422760948029947	0.00187922945363944	0.00079587030426225	0.00115464691638163	chr13	74131427	74136427	ENSG00000118922	KLF12	0.018460717440551	0.548350403567283
chr13	75485000	75490000	chr13	75540000	75545000	peak_46091	0.00851879797715314	0.0079419384783751	0.0079948572192704	0.00958874270310897	0.00622950464093426	0.00479607636420709	0.0077552687359479	0.00736593592226994	0.00603235389764315	0.00542872925082168	0.0080691747610527	0.00850778807856725	0.0123607018666017	0.00905311332466069	0.00266256072166351	0.0036261139694765	0.00928596656924491	0.00509251904153156	0.00474502608745077	0.00561384335364375	chr13	75535339	75540339	ENSG00000188243	COMMD6	0.02460827147999	0.50048381948246
chr13	77590000	77595000	chr13	77695000	77700000	peak_46227	0.00925681629264336	0.00586799385019445	0.00635721589245973	0.0054866139511874	0.00116625842785071	0.00384078662670897	0.0128536156153522	0.0116291401080355	0.00184237695021639	0.00161122931792344	0.0049126054471124	0.00342450527763161	0.00283096192217884	0.00353019010189365	0.00787464016425636	0.00660858004210408	0.00280274668092559	0.00421428609336422	0.00221043680510881	0.00883288040384172	chr13	77695388	77700388	ENSG00000139737	SLAIN1	0.000207215132963381	0.737411268247667
chr13	77695000	77700000	chr13	77745000	77750000	peak_46232	0.00484476446031984	0.002425372143699	0.0113654256218604	0.0111117855018641	0.00301765470322713	0.00466860666932073	0.0107361141697873	0.0116430114045747	0.00979785965567481	0.00158119838974149	0.00332280557452932	0.00288224627388017	0.00293445028929368	0.00422463146220917	0.00600063877319712	0.00431928064131521	0.00143298302998811	0.00331728117748741	0.00478662516912872	0.00414288787706303	chr13	77695388	77700388	ENSG00000139737	SLAIN1	0.000148084655786915	0.748257510153329
chr13	78135000	78140000	chr13	78600000	78605000	peak_46248	0.00242106379723888	0.000726381641577671	0.000952423597684389	0.00218944101430353	0.00161476470073548	0.00071456257038469	0.00366212260229499	0.00285778791379159	0.0010206423390726		0.000910338234704104	0.000875834772367514	0.00203181962975251	0.0018699533658999	0.00217015132182403		0.00202677133955155	0.00194599848180579	0.00402248583767669	0.00188650585500668	chr13	78601050	78606050	ENSG00000152192	POU4F1	0.0273250347985921	0.518958654572849
chr13	78600000	78605000	chr13	78880000	78885000	peak_46279	0.00267562445972317		0.00131290287536303	0.000587714149635012	0.0011069557434049	0.00102178743295871	0.00199021713899909	0.00334701395183339			0.000685099017368078	0.000698146509052204			0.00164084809599303	0.00279432730440449		0.000823494057403715	0.00182950392373587		chr13	78601050	78606050	ENSG00000152192	POU4F1	0.0721128320206202	0.514367888689915
chr13	78600000	78605000	chr13	78975000	78980000	peak_46280	0.00193218903982237	0.00202844175551098	0.00195349005687318	0.000881362487987002	0.0015433621089288		0.00534702603929782	0.00367595082694874	0.00334219697444908	0.00386912562669412	0.000519267361241525	0.00105843625297347	0.00289537971740503	0.00172879399579935	0.00132883524127037	0.00220190345503262	0.00095547599342065	0.00180585464194268	0.0013628257948888	0.00546168418700598	chr13	78601050	78606050	ENSG00000152192	POU4F1	0.0176983213524453	0.537206716887383
chr13	78605000	78610000	chr13	78775000	78780000	peak_46282	0.0019873642051482	0.000984303759193423	0.000575261394940275	0.00131218434667671	0.00313427106245501	0.00201863829025179	0.00320572028037563	0.00499802194187422	0.00216127269012916	0.00188022510670548		0.00176065344126997	0.00178343006748953	0.00142881863270231	0.00238172122930502	0.00123146804472637	0.00254400702657772	0.00192410551781592	0.00120364418864823	0.000864951366896892	chr13	78601050	78606050	ENSG00000152192	POU4F1	0.000518725474120367	0.719271224416752
chr13	79425000	79430000	chr13	79480000	79485000	peak_46294	0.00681719514606133	0.00769954623008984	0.0128289022959017	0.0105890817875284	0.00383030916363123	0.00500219644107094	0.00817110889647494	0.00967951339476203	0.0372184118315063	0.0302355380258488	0.00689389217935051	0.00367506686301074	0.0106019792198699	0.00835875250391841	0.0126529691142794	0.00961258083306045	0.00628689764976975	0.00964524283879313	0.00856871149213208	0.00789922683467583	chr13	79478652	79483652	ENSG00000102471	NDFIP2	2.36897065449948e-06	0.847754009116665
chr13	79775000	79780000	chr13	80335000	80340000	peak_46320	0.0103069071551184	0.00367024512746279	0.00583493357812157	0.00479150484539878	0.00242604520426355	0.00355410276238157	0.00411706865115116	0.00306056475487152	0.00358148836550115	0.0046030157634301	0.00322677096263854	0.00388840846498662	0.00966415287162691	0.01096060940103	0.00447568963559073	0.00234706949966678	0.00537570374227436	0.00468270973233298	0.00638212330499713	0.00508618862514792	chr13	80337157	80342157	ENSG00000136158	SPRY2	0.0107102264989657	0.557157739932278
chr13	79935000	79940000	chr13	80335000	80340000	peak_46332	0.000987568676821338	0.00197625231806865		0.00248654309428614	0.00334156284852503		0.000304239550114213	0.000284077841446384	0.00731874769332652	0.00421084087287166	0.000834648707928245	0.00163219292914261	0.0119733548836901	0.0120569080781442	0.00148627618316251		0.00769071403142461	0.0085672587305456	0.00111993000053194	0.0041293612605788	chr13	80337157	80342157	ENSG00000136158	SPRY2	0.000104285546067741	0.802934250785223
chr13	79935000	79940000	chr13	80340000	80345000	peak_46333	0.00789247618548792	0.00455094735802323	0.000802124509658875	0.000764067122944473		0.000643904724810596	0.00141777457787348	0.00196662481619416	0.00309744889615247	0.00433969578152778	0.0006100053531043		0.00835937644796361	0.0069845708185679	0.00175143353346446	0.000751421461427261	0.00918291208121459	0.00499287682439975	0.00290603445171548	0.00691912169066857	chr13	80337157	80342157	ENSG00000136158	SPRY2	0.00307847705507948	0.656578452122931
chr13	80035000	80040000	chr13	80335000	80340000	peak_46337	0.00491831812307825	0.0116264941824244	0.00399040385702558	0.00305945527101223	0.00228973197755016	0.00642481321364052	0.0048605265226369	0.003696352533939	0.000923672931455846	0.00241883300457149	0.000870276557443234	0.00174956398883905	0.00438886731406457	0.0115907089299722	0.00276237056183431	0.00345174054294288	0.0107064233228922	0.00478246475576301	0.00232342810048325	0.00171981250333843	chr13	80337157	80342157	ENSG00000136158	SPRY2	0.0157861742900385	0.531888213850478
chr13	80040000	80045000	chr13	80335000	80340000	peak_46341	0.00829008125535161	0.00356131000964242	0.00278222133927141	0.00385842951112118		0.00170355437809911	0.00400251899545719	0.00314414391248478	0.00245157545853905	0.00274472521541901	0.000729602759510396		0.0085673540947469	0.0112434686235973	0.00562735027459531	0.00206570570404209	0.00715011921810815	0.00505224594254232	0.00355697957767215	0.000752284272668806	chr13	80337157	80342157	ENSG00000136158	SPRY2	0.00124764564198797	0.69900131168296
chr13	80040000	80045000	chr13	80340000	80345000	peak_46342	0.00939136697895023	0.00329452634601689	0.00283614140928506	0.00522419997055763	0.00664660463955796	0.00299198188909532	0.00276749927114617	0.00224102708694709	0.0038001012234265	0.00283091725802771	0.0016087367742834	0.00102737719942439	0.00834959644417868	0.0103324775587894	0.00410307474192431		0.00673918679730897	0.00459373046287894	0.00463058368561075	0.0049077150525503	chr13	80337157	80342157	ENSG00000136158	SPRY2	0.0164294213671622	0.542388845715668
chr13	80125000	80130000	chr13	80335000	80340000	peak_46344	0.00267372822594867	0.00329309130642242	0.00290065084749985	0.00177528255021618	0.000956405718681203	0.00079148680668068	0.00277460750738233	0.00276973723380301	0.00159213638894911	0.00210224904705879	0.00157101763247697	0.00150492828263153	0.00378622234589564	0.00220282262017722	0.00374541235489409	0.00111401212523719	0.00560408678501158	0.00414804063790523	0.00212263424872768	0.000678476010392136	chr13	80337157	80342157	ENSG00000136158	SPRY2	0.00386975748790583	0.615448860765907
chr13	85525000	85530000	chr13	85795000	85800000	peak_46367	0.00563141691602221	0.00311014177155498	0.00310518588738226	0.00113260090275663				0.00302063610080863		0.00486768141642549				0.00102147331988077	0.00486452820928305	0.00118894496785577	0.00572822579861813	0.00489541697844867	0.00199048531403079		chr13	85796917	85801917	ENSG00000184564	SLITRK6	0.0946631768873052	0.50414432230131
chr13	94710000	94715000	chr13	94965000	94970000	peak_46446	0.00658288382477496	0.0128568012960515	0.00193254238179535	0.00227364714068791	0.00351326907624402	0.000549308758247939	0.00727940221077134	0.00932123643005849	0.00429090065055462	0.00173358068051538	0.00401018890851526	0.00250687752812162	0.00309318667872555	0.00239313739019836	0.00578818572531612	0.00450535010168069	0.00352397552620711	0.00500959239193582	0.00899512616927132	0.00728106838643012	chr13	94710043	94715043	ENSG00000125285	SOX21	0.00510463796315949	0.600623188502411
chr13	94710000	94715000	chr13	95150000	95155000	peak_46447	0.00234794580086539	0.00454891850021007	0.00122758005857284	0.00185200468099745	0.00256924782232029	0.000579225212765463	0.00322023196841102	0.00435476771137952	0.00421286392015227	0.000947717622102186		0.00167663457976649	0.000595986008358001	0.000687664287812839	0.00418655162507308	0.00147363758797021	0.00346114885079352	0.00490116701153674	0.000983726319562501	0.00155940976603545	chr13	94710043	94715043	ENSG00000125285	SOX21	0.0267225087079708	0.507007651930641
chr13	95190000	95195000	chr13	95300000	95305000	peak_46462	0.0139040055980039	0.0175119506808554	0.0162077525751127	0.0115800554572839	0.0100068276480571	0.00674187240466556	0.00916487858039406	0.0100206230473099	0.0134150293236297	0.0155165597540429	0.0117865822365221	0.00965558296753447	0.0184770914451715	0.0155304233484837	0.00571126124543377	0.00751467737013479	0.0118702762149406	0.013687589290847	0.00724007889879696	0.00450768180146688	chr13	95298949	95303949	ENSG00000125257	ABCC4	0.004336340538491	0.609441115304119
chr13	95195000	95200000	chr13	95300000	95305000	peak_46470	0.0126995098072815	0.0124732946087564	0.00851301355529953	0.00976371915152617	0.00710654920036555	0.00401670460260366	0.00527148405591731	0.00568580300814526	0.00692490093343743	0.00605085820678371	0.00567134529369776	0.00607255866194262	0.00580211360648449	0.007325798451384	0.00611083447686044	0.00599625610685702	0.00569116065160797	0.0068263650013556	0.00326605091165556	0.00229159378811714	chr13	95298949	95303949	ENSG00000125257	ABCC4	0.0118436052133621	0.550785463114353
chr13	98140000	98145000	chr13	98215000	98220000	peak_46614	0.00220525048510555	0.0042015783720727	0.00352062888213229	0.00438330578672405	0.00424249108612092	0.00386724772595232	0.00634607721077468	0.00584888629727074	0.00936714453140799	0.00547455761564185	0.00952942523012839	0.00745210372848963	0.00800797070680618	0.00961440548511067	0.00321625291048868	0.00810424448539091	0.00819581663320378	0.00736082683890227	0.00258947720681493	0.00429851163216769	chr13	98140062	98145062	ENSG00000152767	FARP1	0.000479934048419602	0.707853879372151
chr13	98140000	98145000	chr13	98300000	98305000	peak_46615	0.0030110752534836	0.00334368821989698	0.00161176976495593	0.00241528885703985	0.00203303834267895	0.00107071919507735	0.00226711681551946	0.00584079215237486	0.00871286441375298	0.0090701781958795	0.00634429497709072	0.00738842824185541	0.00847570001278792	0.00590886737289688	0.00798518971822232	0.00404033356774693	0.00238268179480468	0.00324053974996453	0.0011372719378955	0.00489716056708431	chr13	98140062	98145062	ENSG00000152767	FARP1	0.018641616854815	0.520456631223486
chr13	98145000	98150000	chr13	98265000	98270000	peak_46626	0.00327333468206901	0.00310015605531389	0.00337012405047573	0.00216117746861864	0.00287567872146441	0.00141430540483479	0.00333535992910916	0.00416232719964546	0.001662041552432	0.0035698093247751	0.0108182100820137	0.0121810356641369	0.00543084937051445	0.00569185434814934		0.00452324299753477	0.000480461078616722	0.00476494769355168	0.00257001176572211	0.00334523117582606	chr13	98140062	98145062	ENSG00000152767	FARP1	1.34809183344115e-05	0.825538255111131
chr13	98145000	98150000	chr13	98300000	98305000	peak_46628	0.000629936628873984	0.00132489376659061	0.00344460025697303	0.00118057727482276	0.00184665233949372	0.00251604371087728	0.0024952610929519	0.00473575350995147	0.00585846416337845	0.00420080469552338	0.00681684568099867	0.00547169774745928	0.00293575016898618	0.00462007942304009	0.00446453765181477	0.00312773259648104	0.00168914607899279	0.0018935465333112	0.000728434280721115	0.00489840768567956	chr13	98140062	98145062	ENSG00000152767	FARP1	0.0177545064940218	0.523848436909981
chr13	98145000	98150000	chr13	98305000	98310000	peak_46629	0.00259989137411628	0.00128137145901015	0.00239763623371356	0.00221613371153522	0.00288415598762361	0.00202497743382595	0.00403141361412501	0.00285118734266979	0.000461905203551853	0.00314339723170672	0.00510556128581192	0.00583395502422152	0.00299370648474681	0.00587668448124782	0.00199613123854576	0.00172448854835916	0.00348289498291705	0.000970158448092312	0.0027596633697956	0.000542694389628784	chr13	98140062	98145062	ENSG00000152767	FARP1	0.00043515403238689	0.711493339001815
chr13	98475000	98480000	chr13	98570000	98575000	peak_46657	0.00293957893904638	0.00449704357009633	0.0109113762454947	0.00806033287275232	0.00623902425624469	0.007580304139113	0.00718779644071937	0.00753075709725462	0.00348546833150316	0.00620795757062492	0.00791496223358569	0.00989394628757006	0.014018024479566	0.00647740283089617	0.00720807749731081	0.00562503610739733	0.00739195538401265	0.00716880841153416	0.00534330807318098	0.00179513092442752	chr13	98574605	98579605	ENSG00000102572	STK24	0.00505712706949434	0.601135509820532
